"Codi";"Sigles";"Vots";"percent"
"25001";"En blanc";"1";"1,45"
"25001";"Altres";"1";"1,45"
"25904";"Sí - Sí";"74";"88,10"
"25904";"Sí - No";"1";"1,19"
"25904";"Sí - En blanc";"2";"2,38"
"25904";"No";"1";"1,19"
"25904";"En blanc";"2";"2,38"
"25904";"Altres";"4";"4,76"
"25161";"Sí - Sí";"183";"93,85"
"25161";"Sí - No";"7";"3,59"
"25161";"Sí - En blanc";"1";",51"
"25161";"No";"2";"1,03"
"25161";"En blanc";"0";",00"
"25161";"Altres";"2";"1,03"
"25098";"Sí - Sí";"117";"87,97"
"25098";"Sí - No";"7";"5,26"
"25098";"Sí - En blanc";"2";"1,50"
"25098";"No";"5";"3,76"
"25098";"En blanc";"0";",00"
"25098";"Altres";"2";"1,50"
"25115";"Sí - Sí";"486";"89,17"
"25115";"Sí - No";"20";"3,67"
"25115";"Sí - En blanc";"8";"1,47"
"25115";"No";"7";"1,28"
"25115";"En blanc";"6";"1,10"
"25115";"Altres";"18";"3,30"
"25128";"Sí - Sí";"58";"92,06"
"25128";"Sí - No";"1";"1,59"
"25128";"Sí - En blanc";"1";"1,59"
"25128";"No";"1";"1,59"
"25128";"En blanc";"0";",00"
"25128";"Altres";"2";"3,17"
"25171";"Sí - Sí";"1294";"89,24"
"25171";"Sí - No";"75";"5,17"
"25171";"Sí - En blanc";"11";",76"
"25171";"No";"26";"1,79"
"25171";"En blanc";"7";",48"
"25171";"Altres";"37";"2,55"
"25190";"Sí - Sí";"152";"89,94"
"25190";"Sí - No";"8";"4,73"
"25190";"Sí - En blanc";"1";",59"
"25190";"No";"3";"1,78"
"25190";"En blanc";"3";"1,78"
"25190";"Altres";"2";"1,18"
"25196";"Sí - Sí";"34";"91,89"
"25196";"Sí - No";"0";",00"
"25196";"Sí - En blanc";"0";",00"
"25196";"No";"0";",00"
"25196";"En blanc";"1";"2,70"
"25196";"Altres";"2";"5,41"
"25201";"Sí - Sí";"51";"96,23"
"25201";"Sí - No";"0";",00"
"25201";"Sí - En blanc";"0";",00"
"25201";"No";"0";",00"
"25201";"En blanc";"0";",00"
"25201";"Altres";"2";"3,77"
"25202";"Sí - Sí";"54";"84,38"
"25202";"Sí - No";"6";"9,38"
"25202";"Sí - En blanc";"0";",00"
"25202";"No";"0";",00"
"25202";"En blanc";"1";"1,56"
"25202";"Altres";"3";"4,69"
"25215";"Sí - Sí";"139";"80,35"
"25215";"Sí - No";"16";"9,25"
"25215";"Sí - En blanc";"2";"1,16"
"25215";"No";"5";"2,89"
"25215";"En blanc";"0";",00"
"25215";"Altres";"11";"6,36"
"25227";"Sí - Sí";"244";"92,42"
"25227";"Sí - No";"7";"2,65"
"25227";"Sí - En blanc";"6";"2,27"
"25227";"No";"2";",76"
"25227";"En blanc";"3";"1,14"
"25227";"Altres";"2";",76"
"25234";"Sí - Sí";"2031";"87,77"
"25234";"Sí - No";"121";"5,23"
"25234";"Sí - En blanc";"21";",91"
"25234";"No";"62";"2,68"
"25234";"En blanc";"20";",86"
"25234";"Altres";"59";"2,55"
"25017";"Sí - Sí";"141";"88,13"
"25017";"Sí - No";"12";"7,50"
"25017";"Sí - En blanc";"2";"1,25"
"25017";"No";"0";",00"
"25017";"En blanc";"2";"1,25"
"25017";"Altres";"3";"1,88"
"25024";"Sí - Sí";"185";"91,13"
"25024";"Sí - No";"4";"1,97"
"25024";"Sí - En blanc";"8";"3,94"
"25024";"No";"2";",99"
"25024";"En blanc";"3";"1,48"
"25024";"Altres";"1";",49"
"25039";"Sí - Sí";"157";"93,45"
"25039";"Sí - No";"6";"3,57"
"25039";"Sí - En blanc";"1";",60"
"25039";"No";"3";"1,79"
"25039";"En blanc";"1";",60"
"25039";"Altres";"0";",00"
"25082";"Sí - Sí";"115";"82,14"
"25082";"Sí - No";"12";"8,57"
"25082";"Sí - En blanc";"2";"1,43"
"25082";"No";"4";"2,86"
"25082";"En blanc";"0";",00"
"25082";"Altres";"7";"5,00"
"25086";"Sí - Sí";"325";"92,59"
"25086";"Sí - No";"15";"4,27"
"25086";"Sí - En blanc";"3";",85"
"25086";"No";"1";",28"
"25086";"En blanc";"2";",57"
"25086";"Altres";"5";"1,42"
"25087";"Sí - Sí";"25";"83,33"
"25087";"Sí - No";"2";"6,67"
"25087";"Sí - En blanc";"1";"3,33"
"25087";"No";"1";"3,33"
"25087";"En blanc";"1";"3,33"
"25087";"Altres";"0";",00"
"25089";"Sí - Sí";"43";"89,58"
"25089";"Sí - No";"1";"2,08"
"25089";"Sí - En blanc";"2";"4,17"
"25089";"No";"1";"2,08"
"25089";"En blanc";"0";",00"
"25089";"Altres";"1";"2,08"
"25903";"Sí - Sí";"137";"96,48"
"25903";"Sí - No";"1";",70"
"25903";"Sí - En blanc";"1";",70"
"25903";"No";"1";",70"
"25903";"En blanc";"2";"1,41"
"25903";"Altres";"0";",00"
"25123";"Sí - Sí";"85";"90,43"
"25123";"Sí - No";"4";"4,26"
"25123";"Sí - En blanc";"2";"2,13"
"25123";"No";"2";"2,13"
"25123";"En blanc";"0";",00"
"25123";"Altres";"1";"1,06"
"25126";"Sí - Sí";"135";"85,44"
"25126";"Sí - No";"15";"9,49"
"25126";"Sí - En blanc";"0";",00"
"25126";"No";"4";"2,53"
"25126";"En blanc";"0";",00"
"25126";"Altres";"4";"2,53"
"25183";"Sí - Sí";"217";"85,10"
"25183";"Sí - No";"19";"7,45"
"25183";"Sí - En blanc";"2";",78"
"25183";"No";"5";"1,96"
"25183";"En blanc";"6";"2,35"
"25183";"Altres";"6";"2,35"
"25208";"Sí - Sí";"158";"87,29"
"25208";"Sí - No";"14";"7,73"
"25208";"Sí - En blanc";"3";"1,66"
"25208";"No";"5";"2,76"
"25208";"En blanc";"0";",00"
"25208";"Altres";"1";",55"
"25209";"Sí - Sí";"793";"87,43"
"25209";"Sí - No";"42";"4,63"
"25209";"Sí - En blanc";"11";"1,21"
"25209";"No";"17";"1,87"
"25209";"En blanc";"7";",77"
"25209";"Altres";"37";"4,08"
"25221";"Sí - Sí";"58";"89,23"
"25221";"Sí - No";"3";"4,62"
"25221";"Sí - En blanc";"0";",00"
"25221";"No";"1";"1,54"
"25221";"En blanc";"0";",00"
"25221";"Altres";"3";"4,62"
"25901";"Sí - Sí";"164";"90,11"
"25901";"Sí - No";"6";"3,30"
"25901";"Sí - En blanc";"2";"1,10"
"25901";"No";"5";"2,75"
"25901";"En blanc";"0";",00"
"25901";"Altres";"5";"2,75"
"25041";"Sí - Sí";"321";"85,60"
"25041";"Sí - No";"22";"5,87"
"25041";"Sí - En blanc";"6";"1,60"
"25041";"No";"16";"4,27"
"25041";"En blanc";"3";",80"
"25041";"Altres";"7";"1,87"
"25048";"Sí - Sí";"912";"89,94"
"25048";"Sí - No";"39";"3,85"
"25048";"Sí - En blanc";"14";"1,38"
"25048";"No";"13";"1,28"
"25048";"En blanc";"11";"1,08"
"25048";"Altres";"25";"2,47"
"25052";"Sí - Sí";"1093";"91,16"
"25052";"Sí - No";"32";"2,67"
"25052";"Sí - En blanc";"21";"1,75"
"25052";"No";"19";"1,58"
"25052";"En blanc";"17";"1,42"
"25052";"Altres";"17";"1,42"
"25068";"Sí - Sí";"363";"92,37"
"25068";"Sí - No";"9";"2,29"
"25068";"Sí - En blanc";"2";",51"
"25068";"No";"3";",76"
"25068";"En blanc";"3";",76"
"25068";"Altres";"13";"3,31"
"25093";"Sí - Sí";"365";"85,88"
"25093";"Sí - No";"14";"3,29"
"25093";"Sí - En blanc";"4";",94"
"25093";"No";"14";"3,29"
"25093";"En blanc";"4";",94"
"25093";"Altres";"24";"5,65"
"25099";"Sí - Sí";"732";"90,59"
"25099";"Sí - No";"36";"4,46"
"25099";"Sí - En blanc";"8";",99"
"25099";"No";"16";"1,98"
"25099";"En blanc";"6";",74"
"25099";"Altres";"10";"1,24"
"25113";"Sí - Sí";"777";"89,52"
"25113";"Sí - No";"31";"3,57"
"25113";"Sí - En blanc";"10";"1,15"
"25113";"No";"23";"2,65"
"25113";"En blanc";"11";"1,27"
"25113";"Altres";"16";"1,84"
"25122";"Sí - Sí";"1173";"89,07"
"25122";"Sí - No";"56";"4,25"
"25122";"Sí - En blanc";"25";"1,90"
"25122";"No";"25";"1,90"
"25122";"En blanc";"13";",99"
"25122";"Altres";"25";"1,90"
"25135";"Sí - Sí";"622";"88,73"
"25135";"Sí - No";"28";"3,99"
"25135";"Sí - En blanc";"6";",86"
"25135";"No";"19";"2,71"
"25135";"En blanc";"7";"1,00"
"25135";"Altres";"19";"2,71"
"25137";"Sí - Sí";"4088";"88,70"
"25137";"Sí - No";"226";"4,90"
"25137";"Sí - En blanc";"38";",82"
"25137";"No";"117";"2,54"
"25137";"En blanc";"41";",89"
"25137";"Altres";"99";"2,15"
"25158";"Sí - Sí";"986";"86,57"
"25158";"Sí - No";"52";"4,57"
"25158";"Sí - En blanc";"18";"1,58"
"25158";"No";"44";"3,86"
"25158";"En blanc";"5";",44"
"25158";"Altres";"34";"2,99"
"25168";"Sí - Sí";"309";"86,55"
"25168";"Sí - No";"21";"5,88"
"25168";"Sí - En blanc";"2";",56"
"25168";"No";"15";"4,20"
"25168";"En blanc";"2";",56"
"25168";"Altres";"8";"2,24"
"25205";"Sí - Sí";"272";"80,71"
"25205";"Sí - No";"31";"9,20"
"25205";"Sí - En blanc";"1";",30"
"25205";"No";"14";"4,15"
"25205";"En blanc";"3";",89"
"25205";"Altres";"16";"4,75"
"25230";"Sí - Sí";"828";"84,49"
"25230";"Sí - No";"67";"6,84"
"25230";"Sí - En blanc";"16";"1,63"
"25230";"No";"32";"3,27"
"25230";"En blanc";"15";"1,53"
"25230";"Altres";"22";"2,24"
"25248";"Sí - Sí";"670";"95,85"
"25248";"Sí - No";"13";"1,86"
"25248";"Sí - En blanc";"4";",57"
"25248";"No";"9";"1,29"
"25248";"En blanc";"1";",14"
"25248";"Altres";"2";",29"
"25252";"Sí - Sí";"306";"84,53"
"25252";"Sí - No";"22";"6,08"
"25252";"Sí - En blanc";"7";"1,93"
"25252";"No";"19";"5,25"
"25252";"En blanc";"5";"1,38"
"25252";"Altres";"3";",83"
"17015";"Sí - Sí";"7943";"92,81"
"17015";"Sí - No";"291";"3,40"
"17015";"Sí - En blanc";"88";"1,03"
"17015";"No";"92";"1,08"
"17015";"En blanc";"42";",49"
"17015";"Altres";"102";"1,19"
"17035";"Sí - Sí";"393";"92,25"
"17035";"Sí - No";"10";"2,35"
"17035";"Sí - En blanc";"2";",47"
"17035";"No";"8";"1,88"
"17035";"En blanc";"4";",94"
"17035";"Altres";"9";"2,11"
"17056";"Sí - Sí";"1127";"91,40"
"17056";"Sí - No";"47";"3,81"
"17056";"Sí - En blanc";"16";"1,30"
"17056";"No";"18";"1,46"
"17056";"En blanc";"10";",81"
"17056";"Altres";"15";"1,22"
"17058";"Sí - Sí";"108";"90,76"
"17058";"Sí - No";"7";"5,88"
"17058";"Sí - En blanc";"0";",00"
"17058";"No";"1";",84"
"17058";"En blanc";"1";",84"
"17058";"Altres";"2";"1,68"
"17065";"Sí - Sí";"209";"93,72"
"17065";"Sí - No";"8";"3,59"
"17065";"Sí - En blanc";"1";",45"
"17065";"No";"0";",00"
"17065";"En blanc";"1";",45"
"17065";"Altres";"4";"1,79"
"17071";"Sí - Sí";"834";"96,53"
"17071";"Sí - No";"7";",81"
"17071";"Sí - En blanc";"5";",58"
"17071";"No";"8";",93"
"17071";"En blanc";"3";",35"
"17071";"Altres";"7";",81"
"17123";"Sí - Sí";"253";"93,01"
"17123";"Sí - No";"7";"2,57"
"17123";"Sí - En blanc";"1";",37"
"17123";"No";"5";"1,84"
"17123";"En blanc";"1";",37"
"17123";"Altres";"5";"1,84"
"17137";"Sí - Sí";"2284";"91,32"
"17137";"Sí - No";"67";"2,68"
"17137";"Sí - En blanc";"28";"1,12"
"17137";"No";"34";"1,36"
"17137";"En blanc";"16";",64"
"17137";"Altres";"72";"2,88"
"17174";"Sí - Sí";"104";"89,66"
"17174";"Sí - No";"4";"3,45"
"17174";"Sí - En blanc";"3";"2,59"
"17174";"No";"1";",86"
"17174";"En blanc";"2";"1,72"
"17174";"Altres";"2";"1,72"
"17190";"Sí - Sí";"533";"92,53"
"17190";"Sí - No";"24";"4,17"
"17190";"Sí - En blanc";"4";",69"
"17190";"No";"8";"1,39"
"17190";"En blanc";"3";",52"
"17190";"Altres";"4";",69"
"17218";"Sí - Sí";"399";"94,33"
"17218";"Sí - No";"11";"2,60"
"17218";"Sí - En blanc";"0";",00"
"17218";"No";"2";",47"
"17218";"En blanc";"2";",47"
"17218";"Altres";"9";"2,13"
"43023";"Sí - Sí";"136";"81,93"
"43023";"Sí - No";"16";"9,64"
"43023";"Sí - En blanc";"3";"1,81"
"43023";"No";"0";",00"
"43023";"En blanc";"0";",00"
"43023";"Altres";"11";"6,63"
"43027";"Sí - Sí";"127";"90,07"
"43027";"Sí - No";"2";"1,42"
"43027";"Sí - En blanc";"3";"2,13"
"43027";"No";"3";"2,13"
"43027";"En blanc";"3";"2,13"
"43027";"Altres";"3";"2,13"
"43035";"Sí - Sí";"171";"86,36"
"43035";"Sí - No";"7";"3,54"
"43035";"Sí - En blanc";"12";"6,06"
"43035";"No";"5";"2,53"
"43035";"En blanc";"1";",51"
"43035";"Altres";"2";"1,01"
"43040";"Sí - Sí";"249";"94,32"
"43040";"Sí - No";"10";"3,79"
"43040";"Sí - En blanc";"2";",76"
"43040";"No";"0";",00"
"43040";"En blanc";"0";",00"
"43040";"Altres";"3";"1,14"
"43049";"Sí - Sí";"532";"94,33"
"43049";"Sí - No";"7";"1,24"
"43049";"Sí - En blanc";"2";",35"
"43049";"No";"6";"1,06"
"43049";"En blanc";"2";",35"
"43049";"Altres";"15";"2,66"
"43055";"Sí - Sí";"1318";"92,88"
"43055";"Sí - No";"48";"3,38"
"43055";"Sí - En blanc";"7";",49"
"43055";"No";"20";"1,41"
"43055";"En blanc";"5";",35"
"43055";"Altres";"21";"1,48"
"43058";"Sí - Sí";"57";"86,36"
"43058";"Sí - No";"2";"3,03"
"43058";"Sí - En blanc";"3";"4,55"
"43058";"No";"0";",00"
"43058";"En blanc";"0";",00"
"43058";"Altres";"4";"6,06"
"43069";"Sí - Sí";"107";"84,25"
"43069";"Sí - No";"2";"1,57"
"43069";"Sí - En blanc";"1";",79"
"43069";"No";"5";"3,94"
"43069";"En blanc";"1";",79"
"43069";"Altres";"11";"8,66"
"43070";"Sí - Sí";"172";"88,66"
"43070";"Sí - No";"9";"4,64"
"43070";"Sí - En blanc";"3";"1,55"
"43070";"No";"5";"2,58"
"43070";"En blanc";"0";",00"
"43070";"Altres";"5";"2,58"
"43072";"Sí - Sí";"58";"87,88"
"43072";"Sí - No";"2";"3,03"
"43072";"Sí - En blanc";"1";"1,52"
"43072";"No";"3";"4,55"
"43072";"En blanc";"1";"1,52"
"43072";"Altres";"1";"1,52"
"43076";"Sí - Sí";"328";"91,36"
"43076";"Sí - No";"13";"3,62"
"43076";"Sí - En blanc";"6";"1,67"
"43076";"No";"9";"2,51"
"43076";"En blanc";"3";",84"
"43076";"Altres";"0";",00"
"43075";"Sí - Sí";"61";"88,41"
"43075";"Sí - No";"7";"10,14"
"43075";"Sí - En blanc";"0";",00"
"43075";"No";"0";",00"
"43075";"En blanc";"0";",00"
"43075";"Altres";"1";"1,45"
"43082";"Sí - Sí";"237";"87,78"
"43082";"Sí - No";"10";"3,70"
"43082";"Sí - En blanc";"1";",37"
"43082";"No";"5";"1,85"
"43082";"En blanc";"5";"1,85"
"43082";"Altres";"12";"4,44"
"43085";"Sí - Sí";"141";"90,38"
"43085";"Sí - No";"7";"4,49"
"43085";"Sí - En blanc";"1";",64"
"43085";"No";"2";"1,28"
"43085";"En blanc";"0";",00"
"43085";"Altres";"5";"3,21"
"43096";"Sí - Sí";"60";"93,75"
"43096";"Sí - No";"1";"1,56"
"43096";"Sí - En blanc";"2";"3,13"
"43096";"No";"1";"1,56"
"43096";"En blanc";"0";",00"
"43096";"Altres";"0";",00"
"43112";"Sí - Sí";"204";"94,01"
"43112";"Sí - No";"7";"3,23"
"43112";"Sí - En blanc";"1";",46"
"43112";"No";"1";",46"
"43112";"En blanc";"3";"1,38"
"43112";"Altres";"1";",46"
"43114";"Sí - Sí";"258";"89,27"
"43114";"Sí - No";"13";"4,50"
"43114";"Sí - En blanc";"6";"2,08"
"43114";"No";"3";"1,04"
"43114";"En blanc";"1";",35"
"43114";"Altres";"8";"2,77"
"43115";"Sí - Sí";"105";"92,11"
"43115";"Sí - No";"1";",88"
"43115";"Sí - En blanc";"0";",00"
"43115";"No";"2";"1,75"
"43115";"En blanc";"0";",00"
"43115";"Altres";"6";"5,26"
"43151";"Sí - Sí";"71";"93,42"
"43151";"Sí - No";"0";",00"
"43151";"Sí - En blanc";"3";"3,95"
"43151";"No";"1";"1,32"
"43151";"En blanc";"1";"1,32"
"43151";"Altres";"0";",00"
"43154";"Sí - Sí";"81";"87,10"
"43154";"Sí - No";"0";",00"
"43154";"Sí - En blanc";"4";"4,30"
"43154";"No";"1";"1,08"
"43154";"En blanc";"1";"1,08"
"43154";"Altres";"6";"6,45"
"43157";"Sí - Sí";"240";"90,57"
"43157";"Sí - No";"11";"4,15"
"43157";"Sí - En blanc";"3";"1,13"
"43157";"No";"7";"2,64"
"43157";"En blanc";"0";",00"
"43157";"Altres";"4";"1,51"
"43173";"Sí - Sí";"70";"92,11"
"43173";"Sí - No";"0";",00"
"43173";"Sí - En blanc";"3";"3,95"
"43173";"No";"1";"1,32"
"43173";"En blanc";"1";"1,32"
"43173";"Altres";"1";"1,32"
"43174";"Sí - Sí";"104";"92,04"
"43174";"Sí - No";"2";"1,77"
"43174";"Sí - En blanc";"1";",88"
"43174";"No";"2";"1,77"
"43174";"En blanc";"0";",00"
"43174";"Altres";"4";"3,54"
"43019";"Sí - Sí";"574";"87,10"
"43019";"Sí - No";"24";"3,64"
"43019";"Sí - En blanc";"6";",91"
"43019";"No";"25";"3,79"
"43019";"En blanc";"8";"1,21"
"43019";"Altres";"22";"3,34"
"43026";"Sí - Sí";"499";"89,91"
"43026";"Sí - No";"17";"3,06"
"43026";"Sí - En blanc";"8";"1,44"
"43026";"No";"11";"1,98"
"43026";"En blanc";"3";",54"
"43026";"Altres";"17";"3,06"
"43060";"Sí - Sí";"1745";"89,86"
"43060";"Sí - No";"88";"4,53"
"43060";"Sí - En blanc";"12";",62"
"43060";"No";"42";"2,16"
"43060";"En blanc";"15";",77"
"43060";"Altres";"40";"2,06"
"43065";"Sí - Sí";"245";"90,41"
"43065";"Sí - No";"8";"2,95"
"43065";"Sí - En blanc";"3";"1,11"
"43065";"No";"6";"2,21"
"43065";"En blanc";"2";",74"
"43065";"Altres";"7";"2,58"
"43067";"Sí - Sí";"384";"87,87"
"43067";"Sí - No";"20";"4,58"
"43067";"Sí - En blanc";"9";"2,06"
"43067";"No";"6";"1,37"
"43067";"En blanc";"5";"1,14"
"43067";"Altres";"13";"2,97"
"43084";"Sí - Sí";"358";"87,10"
"43084";"Sí - No";"24";"5,84"
"43084";"Sí - En blanc";"3";",73"
"43084";"No";"12";"2,92"
"43084";"En blanc";"5";"1,22"
"43084";"Altres";"9";"2,19"
"43093";"Sí - Sí";"1799";"85,06"
"43093";"Sí - No";"134";"6,34"
"43093";"Sí - En blanc";"20";",95"
"43093";"No";"84";"3,97"
"43093";"En blanc";"17";",80"
"43093";"Altres";"61";"2,88"
"43094";"Sí - Sí";"1105";"85,73"
"43094";"Sí - No";"65";"5,04"
"43094";"Sí - En blanc";"23";"1,78"
"43094";"No";"43";"3,34"
"43094";"En blanc";"8";",62"
"43094";"Altres";"45";"3,49"
"43099";"Sí - Sí";"205";"85,77"
"43099";"Sí - No";"19";"7,95"
"43099";"Sí - En blanc";"5";"2,09"
"43099";"No";"7";"2,93"
"43099";"En blanc";"3";"1,26"
"43099";"Altres";"0";",00"
"43121";"Sí - Sí";"387";"92,14"
"43121";"Sí - No";"9";"2,14"
"43121";"Sí - En blanc";"3";",71"
"43121";"No";"8";"1,90"
"43121";"En blanc";"6";"1,43"
"43121";"Altres";"7";"1,67"
"43125";"Sí - Sí";"391";"73,50"
"43125";"Sí - No";"57";"10,71"
"43125";"Sí - En blanc";"10";"1,88"
"43125";"No";"32";"6,02"
"43125";"En blanc";"8";"1,50"
"43125";"Altres";"34";"6,39"
"43150";"Sí - Sí";"671";"88,64"
"43150";"Sí - No";"39";"5,15"
"43150";"Sí - En blanc";"6";",79"
"43150";"No";"22";"2,91"
"43150";"En blanc";"6";",79"
"43150";"Altres";"13";"1,72"
"43152";"Sí - Sí";"288";"87,54"
"43152";"Sí - No";"14";"4,26"
"43152";"Sí - En blanc";"6";"1,82"
"43152";"No";"11";"3,34"
"43152";"En blanc";"2";",61"
"43152";"Altres";"8";"2,43"
"43177";"Sí - Sí";"190";"87,56"
"43177";"Sí - No";"13";"5,99"
"43177";"Sí - En blanc";"5";"2,30"
"43177";"No";"1";",46"
"43177";"En blanc";"2";",92"
"43177";"Altres";"6";"2,76"
"17036";"Sí - Sí";"1574";"88,53"
"17036";"Sí - No";"90";"5,06"
"17036";"Sí - En blanc";"24";"1,35"
"17036";"No";"27";"1,52"
"17036";"En blanc";"11";",62"
"17036";"Altres";"52";"2,92"
"17037";"Sí - Sí";"66";"97,06"
"17037";"Sí - No";"1";"1,47"
"17037";"Sí - En blanc";"0";",00"
"17037";"No";"0";",00"
"17037";"En blanc";"0";",00"
"17037";"Altres";"1";"1,47"
"17039";"Sí - Sí";"1095";"89,46"
"17039";"Sí - No";"44";"3,59"
"17039";"Sí - En blanc";"20";"1,63"
"17039";"No";"18";"1,47"
"17039";"En blanc";"9";",74"
"17039";"Altres";"38";"3,10"
"17080";"Sí - Sí";"86";"90,53"
"17080";"Sí - No";"2";"2,11"
"17080";"Sí - En blanc";"1";"1,05"
"17080";"No";"1";"1,05"
"17080";"En blanc";"2";"2,11"
"17080";"Altres";"3";"3,16"
"17091";"Sí - Sí";"248";"89,21"
"17091";"Sí - No";"9";"3,24"
"17091";"Sí - En blanc";"5";"1,80"
"17091";"No";"4";"1,44"
"17091";"En blanc";"2";",72"
"17091";"Altres";"10";"3,60"
"17096";"Sí - Sí";"98";"89,91"
"17096";"Sí - No";"1";",92"
"17096";"Sí - En blanc";"4";"3,67"
"17096";"No";"2";"1,83"
"17096";"En blanc";"1";",92"
"17096";"Altres";"3";"2,75"
"17107";"Sí - Sí";"196";"93,33"
"17107";"Sí - No";"6";"2,86"
"17107";"Sí - En blanc";"1";",48"
"17107";"No";"2";",95"
"17107";"En blanc";"1";",48"
"17107";"Altres";"4";"1,90"
"17112";"Sí - Sí";"127";"92,03"
"17112";"Sí - No";"5";"3,62"
"17112";"Sí - En blanc";"1";",72"
"17112";"No";"4";"2,90"
"17112";"En blanc";"1";",72"
"17112";"Altres";"0";",00"
"17125";"Sí - Sí";"83";"93,26"
"17125";"Sí - No";"2";"2,25"
"17125";"Sí - En blanc";"2";"2,25"
"17125";"No";"0";",00"
"17125";"En blanc";"0";",00"
"17125";"Altres";"2";"2,25"
"17134";"Sí - Sí";"145";"94,77"
"17134";"Sí - No";"1";",65"
"17134";"Sí - En blanc";"2";"1,31"
"17134";"No";"1";",65"
"17134";"En blanc";"2";"1,31"
"17134";"Altres";"2";"1,31"
"17043";"Sí - Sí";"99";"91,67"
"17043";"Sí - No";"3";"2,78"
"17043";"Sí - En blanc";"2";"1,85"
"17043";"No";"0";",00"
"17043";"En blanc";"1";",93"
"17043";"Altres";"3";"2,78"
"17145";"Sí - Sí";"952";"90,75"
"17145";"Sí - No";"25";"2,38"
"17145";"Sí - En blanc";"17";"1,62"
"17145";"No";"27";"2,57"
"17145";"En blanc";"5";",48"
"17145";"Altres";"23";"2,19"
"17147";"Sí - Sí";"4403";"87,33"
"17147";"Sí - No";"261";"5,18"
"17147";"Sí - En blanc";"52";"1,03"
"17147";"No";"166";"3,29"
"17147";"En blanc";"45";",89"
"17147";"Altres";"115";"2,28"
"17167";"Sí - Sí";"1722";"90,77"
"17167";"Sí - No";"58";"3,06"
"17167";"Sí - En blanc";"19";"1,00"
"17167";"No";"27";"1,42"
"17167";"En blanc";"12";",63"
"17167";"Altres";"59";"3,11"
"17177";"Sí - Sí";"354";"89,17"
"17177";"Sí - No";"5";"1,26"
"17177";"Sí - En blanc";"14";"3,53"
"17177";"No";"5";"1,26"
"17177";"En blanc";"7";"1,76"
"17177";"Altres";"12";"3,02"
"17192";"Sí - Sí";"96";"87,27"
"17192";"Sí - No";"10";"9,09"
"17192";"Sí - En blanc";"1";",91"
"17192";"No";"0";",00"
"17192";"En blanc";"0";",00"
"17192";"Altres";"3";"2,73"
"17201";"Sí - Sí";"63";"94,03"
"17201";"Sí - No";"2";"2,99"
"17201";"Sí - En blanc";"0";",00"
"17201";"No";"0";",00"
"17201";"En blanc";"1";"1,49"
"17201";"Altres";"1";"1,49"
"17170";"Sí - Sí";"133";"95,00"
"17170";"Sí - No";"3";"2,14"
"17170";"Sí - En blanc";"1";",71"
"17170";"No";"1";",71"
"17170";"En blanc";"2";"1,43"
"17170";"Altres";"0";",00"
"17224";"Sí - Sí";"222";"93,67"
"17224";"Sí - No";"6";"2,53"
"17224";"Sí - En blanc";"3";"1,27"
"17224";"No";"3";"1,27"
"17224";"En blanc";"0";",00"
"17224";"Altres";"3";"1,27"
"25055";"Sí - Sí";"85";"85,86"
"25055";"Sí - No";"5";"5,05"
"25055";"Sí - En blanc";"2";"2,02"
"25055";"No";"2";"2,02"
"25055";"En blanc";"1";"1,01"
"25055";"Altres";"4";"4,04"
"25072";"Sí - Sí";"2935";"87,43"
"25072";"Sí - No";"151";"4,50"
"25072";"Sí - En blanc";"38";"1,13"
"25072";"No";"96";"2,86"
"25072";"En blanc";"28";",83"
"25072";"Altres";"109";"3,25"
"25085";"Sí - Sí";"82";"95,35"
"25085";"Sí - No";"2";"2,33"
"25085";"Sí - En blanc";"0";",00"
"25085";"No";"1";"1,16"
"25085";"En blanc";"1";"1,16"
"25085";"Altres";"0";",00"
"25103";"Sí - Sí";"52";"89,66"
"25103";"Sí - No";"2";"3,45"
"25103";"Sí - En blanc";"0";",00"
"25103";"No";"1";"1,72"
"25103";"En blanc";"0";",00"
"25103";"Altres";"3";"5,17"
"25104";"Sí - Sí";"70";"86,42"
"25104";"Sí - No";"5";"6,17"
"25104";"Sí - En blanc";"1";"1,23"
"25104";"No";"2";"2,47"
"25104";"En blanc";"1";"1,23"
"25104";"Altres";"2";"2,47"
"25110";"Sí - Sí";"1555";"87,66"
"25110";"Sí - No";"92";"5,19"
"25110";"Sí - En blanc";"14";",79"
"25110";"No";"54";"3,04"
"25110";"En blanc";"11";",62"
"25110";"Altres";"48";"2,71"
"25114";"Sí - Sí";"77";"98,72"
"25114";"Sí - No";"0";",00"
"25114";"Sí - En blanc";"1";"1,28"
"25114";"No";"0";",00"
"25114";"En blanc";"0";",00"
"25114";"Altres";"0";",00"
"25132";"Sí - Sí";"81";"89,01"
"25132";"Sí - No";"4";"4,40"
"25132";"Sí - En blanc";"0";",00"
"25132";"No";"2";"2,20"
"25132";"En blanc";"0";",00"
"25132";"Altres";"4";"4,40"
"25141";"Sí - Sí";"75";"87,21"
"25141";"Sí - No";"2";"2,33"
"25141";"Sí - En blanc";"5";"5,81"
"25141";"No";"1";"1,16"
"25141";"En blanc";"0";",00"
"25141";"Altres";"3";"3,49"
"25143";"Sí - Sí";"44";"88,00"
"25143";"Sí - No";"1";"2,00"
"25143";"Sí - En blanc";"0";",00"
"25143";"No";"0";",00"
"25143";"En blanc";"1";"2,00"
"25143";"Altres";"4";"8,00"
"25152";"Sí - Sí";"68";"90,67"
